genres,movie_id,original_title,plot,cast
"['Horror', 'Mystery', 'Thriller']",321258,The Boy,"A nanny, working for a family whose son has just passed away, finds herself put in charge of caring for a lifelike doll that the couple treat as a real child.","['Lauren Cohan', 'Rupert Evans', 'James Russell']"
"['Thriller', 'Action', 'Drama']",375290,Airlift,"When Iraq invades Kuwait in August, 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.","['Akshay Kumar', 'Nimrat Kaur', 'Feryna Wazheir']"
"['Comedy', 'Romance']",259694,How to Be Single,"New York City is full of lonely hearts seeking the right match, and what Alice, Robin, Lucy, Meg, Tom and David all have in common is the need to learn how to be single in a world filled with ever-evolving definitions of love.","['Dakota Johnson', 'Rebel Wilson', 'Alison Brie']"
['Comedy'],291870,Dirty Grandpa,"Jason Kelly is one week away from marrying his boss's uber-controlling daughter, putting him on the fast track for a partnership at the law firm. However, when the straight-laced Jason is tricked into driving his foul-mouthed grandfather, Dick, to Daytona for spring break, his pending nuptials are suddenly in jeopardy. Between riotous frat parties, bar fights, and an epic night of karaoke, Dick is on a quest to live his life to the fullest and bring Jason along for the ride.","['Zac Efron', 'Robert De Niro', 'Julianne Hough']"
"['Action', 'Comedy']",323675,Ride Along 2,"As his wedding day approaches, Ben heads to Miami with his soon-to-be brother-in-law James to bring down a drug dealer who's supplying the dealers of Atlanta with product.","['Kevin Hart', 'Ice Cube', 'Olivia Munn']"
"['Adventure', 'Science Fiction']",299687,The 5th Wave,16-year-old Cassie Sullivan tries to survive in a world devastated by the waves of an alien invasion that has already decimated the population and knocked mankind back to the Stone Age.,"['Chloë Grace Moretz', 'Nick Robinson', 'Alex Roe']"
"['Action', 'Drama', 'History']",300671,13 Hours: The Secret Soldiers of Benghazi,An American Ambassador is killed during an attack at a U.S. compound in Libya as a security team struggles to make sense out of the chaos.,"['James Badge Dale', 'John Krasinski', 'Max Martini']"
"['Crime', 'Action']",370464,The Masked Saint,"The journey of a professional wrestler who becomes a small town pastor and moonlights as a masked vigilante fighting injustice. While facing crises at home and at the church, the Pastor must evade the police and somehow reconcile his violent secret identity with his calling as a pastor.","['Brett Granstaff', 'Lara Jean Chorostecki', 'T.J. McGibbon']"
"['Horror', 'Thriller']",329440,The Forest,"Set in the Aokigahara Forest, a real-life place in Japan where people go to end their lives. Against this backdrop, a young American woman comes in search of her twin sister, who has mysteriously disappeared.","['Natalie Dormer', 'Taylor Kinney', 'Yukiyoshi Ozawa']"
"['Thriller', 'Crime', 'Drama']",376004,Adulterers,"A man who returns home to find his wife cheating on him on their anniversary. He holds her and her naked and humiliated lover captive at gunpoint while he decides whether or not he's going to kill them. The story, inspired by true events, takes place over one day and is set in New Orleans during a stifling heat wave.","['Sean Faris', 'Danielle Savre', 'Mehcad Brooks']"
['Family'],379532,Rodeo Girl,"Shipped off to her American dad's ranch for the summer, a teen and her horse Lucky Lad compete for a spot at the National Youth Rodeo.","['Kevin Sorbo', 'Sophie Bolen', 'Derek Brandon']"
"['Action', 'Drama', 'Western']",174751,Jane Got a Gun,"After her outlaw husband returns home shot with eight bullets and barely alive, Jane reluctantly reaches out to an ex-lover who she hasn't seen in over ten years to help her defend her farm when the time comes that her husband's gang eventually tracks him down to finish the job.","['Natalie Portman', 'Joel Edgerton', 'Ewan McGregor']"
"['Animation', 'Comedy', 'Drama']",291270,Anomalisa,A man crippled by the mundanity of his life experiences something out of the ordinary.,"['David Thewlis', 'Jennifer Jason Leigh', 'Tom Noonan']"
"['Western', 'Drama', 'Adventure']",281957,The Revenant,"In the 1820s, a frontiersman, Hugh Glass, sets out on a path of vengeance against those who left him for dead after a bear mauling.","['Leonardo DiCaprio', 'Tom Hardy', 'Will Poulter']"
"['Crime', 'Drama', 'Mystery']",273248,The Hateful Eight,Bounty hunters seek shelter from a raging blizzard and get caught up in a plot of betrayal and deception.,"['Samuel L. Jackson', 'Kurt Russell', 'Jennifer Jason Leigh']"
['Comedy'],274167,Daddy's Home,"The story of a mild-mannered radio executive (Ferrell) who strives to become the best stepdad ever to his wife's two children, but complications ensue when their freewheeling, freeloading real father arrives, forcing stepdad to compete for the affection of the kids.","['Will Ferrell', 'Mark Wahlberg', 'Linda Cardellini']"
"['Drama', 'Comedy']",274479,Joy,A story based on the life of a struggling Long Island single mom who became one of the country's most successful entrepreneurs.,"['Jennifer Lawrence', 'Bradley Cooper', 'Robert De Niro']"
"['Action', 'Drama', 'History']",365222,葉問3,"When a band of brutal gangsters led by a crooked property developer make a play to take over the city, Master Ip is forced to take a stand.","['Donnie Yen', 'Lynn Hung', 'Zhang Jin']"
"['Adventure', 'Animation', 'Comedy']",258509,Alvin and the Chipmunks: The Road Chip,"Through a series of misunderstandings, Alvin, Simon and Theodore come to believe that Dave is going to propose to his new girlfriend in New York City - and dump them. They have three days to get to him and stop the proposal.","['Jason Lee', 'Justin Long', 'Bella Thorne']"
['Documentary'],459488,"To Be Frank, Sinatra at 100",,['Tony Oppedisano']
"['Comedy', 'Western']",347969,The Ridiculous 6,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.","['Adam Sandler', 'Taylor Lautner', 'Steve Buscemi']"
"['Comedy', 'Drama']",318846,The Big Short,The men who made millions from a global economic meltdown.,"['Christian Bale', 'Steve Carell', 'Ryan Gosling']"
"['Crime', 'Action']",325173,Close Range,"A rogue soldier turned outlaw is thrust into a relentless fight with a corrupt sheriff, his obedient deputies, and a dangerous drug cartel in order to protect his sister and her young daughter.","['Scott Adkins', 'Nick Chinlund', 'Caitlin Keats']"
"['Action', 'Comedy', 'Science Fiction']",367551,American Hero,"Melvin, a reluctant hero who is far from super, has been suppressing his telekinetic powers for years with booze, drugs, and women. In the process, he has failed at practically everything, most of all as a parent to his son. After a brush with death, Melvin decides to use his powers for good and clean up the streets of New Orleans with the help of his best friend/definitely-not-a-sidekick, Lucille. For a man who can do the impossible, it might be a fight even he can’t win.","['Stephen Dorff', 'Eddie Griffin', 'Bill Billions']"
"['Romance', 'Comedy']",340816,Christmas Eve,"Hilarity, romance, and transcendence prevail after a power outage traps six different groups of New Yorkers inside elevators on Christmas Eve.","['Patrick Stewart', 'Cheryl Hines', 'Gary Cole']"
"['Action', 'Crime', 'Thriller']",257088,Point Break,"A young undercover FBI agent infiltrates a gang of thieves who share a common interest in extreme sports. A remake of the 1991 film, ""Point Break"".","['Edgar Ramírez', 'Luke Bracey', 'Teresa Palmer']"
['Drama'],370980,Chiamatemi Francesco - Il Papa della gente,,"['Rodrigo de la Serna', 'Sergio Hernández', 'Àlex Brendemühl']"
"['Horror', 'Comedy', 'Fantasy']",287903,Krampus,A horror comedy based on the ancient legend about a pagan creature who punishes children on Christmas.,"['Adam Scott', 'Toni Collette', 'Allison Tolman']"
['Drama'],312221,Creed,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed.","['Michael B. Jordan', 'Sylvester Stallone', 'Graham McTavish']"
"['Thriller', 'Drama', 'Adventure']",205775,In the Heart of the Sea,"In the winter of 1820, the New England whaling ship Essex was assaulted by something no one could believe: a whale of mammoth size and will, and an almost human sense of vengeance.  The real-life maritime disaster would inspire Herman Melville’s Moby Dick.  But that told only half the story.  “Heart of the Sea” reveals the encounter’s harrowing aftermath, as the ship’s surviving crew is pushed to their limits and forced to do the unthinkable to stay alive.  Braving storms, starvation, panic and despair, the men will call into question their deepest beliefs, from the value of their lives to the morality of their trade, as their captain searches for direction on the open sea and his first mate still seeks to bring the great whale down.","['Chris Hemsworth', 'Benjamin Walker', 'Cillian Murphy']"
['Drama'],345003,10 Days in a Madhouse,"Nellie Bly, a 23 year-old reporter for Joseph Pulitzer, goes undercover in the notorious Blackwell's Island women's insane asylum in order to expose corruption, abuse and murder.","['Caroline Barry', 'Christopher Lambert', 'Kelly LeBrock']"
"['Thriller', 'Crime', 'Drama']",334527,Criminal Activities,Four young men make a risky investment together that puts them in trouble with the mob.,"['Dan Stevens', 'John Travolta', 'Michael Pitt']"
"['Drama', 'Mystery', 'Horror']",301325,#Horror,"Inspired by actual events, a group of 12 year old girls face a night of horror when the compulsive addiction of an online social media game turns a moment of cyber bullying into a night of insanity.","['Taryn Manning', 'Natasha Lyonne', 'Chloë Sevigny']"
"['Action', 'Adventure', 'Science Fiction']",131634,The Hunger Games: Mockingjay - Part 2,"With the nation of Panem in a full scale war, Katniss confronts President Snow in the final showdown. Teamed with a group of her closest friends – including Gale, Finnick, and Peeta – Katniss goes off on a mission with the unit from District 13 as they risk their lives to stage an assassination attempt on President Snow who has become increasingly obsessed with destroying her. The mortal traps, enemies, and moral choices that await Katniss will challenge her more than any arena she faced in The Hunger Games.","['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth']"
